filename,species,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99,x100,y100,x101,y101,x102,y102
Holcus lanatus L_0007_Layer 8.jpg,Holcus_lanatus,86.0,1055.0,89.5689,1022.9311,107.4662,1003.0338,125.5,983.193,144.2609,964.2391,162.4511,945.0489,180.3484,925.1516,200.2457,907.2543,219.8502,888.6498,239.0404,870.4596,257.6448,850.8552,275.835,831.665,294.7323,812.7677,312.2154,793.2846,330.4057,774.0943,348.303,754.197,365.4932,734.0068,383.6834,714.8166,401.5807,694.9193,418.771,674.729,435.9612,654.5388,453.1514,634.3486,468.2203,613.2797,484.7034,592.7966,501.5,572.4434,519.0838,552.4162,537.6883,532.8117,556.9998,513.5002,576.6042,494.8958,595.9158,475.5842,614.5202,455.9798,633.4175,437.0825,652.729,417.771,670.6264,397.8736,689.5237,378.9763,708.1281,359.3719,727.3183,341.1817,746.5086,322.9914,765.4059,304.0941,782.5961,283.9039,800.4934,264.0066,819.6836,245.8164,839.8216,228.5,859.1854,209.3146,878.4969,190.0031,897.3942,171.1058,916.1702,153.3298,935.7747,134.7253,955.9649,117.5351,975.8622,99.6378,995.6382,82.8618,1017.0,68.5,120.6614,1055.5,141.3851,1039.1149,161.7168,1021.7832,181.7555,1003.7445,202.0872,986.4128,222.1259,968.3741,241.1647,949.3353,260.6177,929.8823,279.6564,910.8436,298.6952,891.8048,317.4411,872.0589,335.4798,852.0202,352.8115,831.6885,370.1431,811.3569,388.889,791.611,406.5135,771.9865,424.5523,751.9477,444.2981,733.2019,462.5,713.2306,479.6686,692.8314,495.586,671.914,512.9176,651.5824,530.2493,631.2507,546.8738,610.6262,563.4984,590.0016,580.1229,569.3771,597.4546,549.0454,613.5,528.181,630.7037,507.7963,649.7424,488.7576,667.0741,468.4259,685.1128,448.3872,703.5,429.0785,722.1904,409.3096,741.5,390.3831,759.8537,371.6463,777.1853,351.3147,795.9312,331.5688,813.9699,311.5301,832.7158,291.7842,850.7546,271.7454,869.0862,252.4138,886.7108,232.7892,905.4566,213.0434,923.7883,193.7117,940.4128,173.0872,956.3302,152.1698,972.2477,131.2523,987.458,110.042,1004.0826,89.4174
Holcus lanatus L_0008_Layer 9.jpg,Holcus_lanatus,52.25,764.75,44.5741,736.9259,53.5,722.3761,61.5,707.4428,71.9681,693.5319,82.0422,679.4578,92.1164,665.3836,102.1905,651.3095,113.6788,637.8212,125.5,624.4707,138.0697,611.4303,150.5,598.9179,162.3393,586.1607,174.5348,572.9652,187.4373,560.0627,198.9257,546.5743,210.7069,533.7931,222.1953,520.3047,233.6836,506.8164,246.8791,494.6209,256.9532,480.5468,268.4415,467.0585,280.637,453.863,291.4182,440.0818,302.5,426.425,312.5,412.3202,323.7619,398.7381,334.5432,384.9568,346.0315,371.4685,356.8128,357.6872,368.3011,344.1989,379.7895,330.7105,391.2778,317.2222,402.7661,303.7339,414.2545,290.2455,424.3286,276.1714,436.5241,262.9759,448.5,250.2753,458.5,236.1705,469.1607,222.3393,479.2348,208.2652,490.5,194.6844,499.3831,180.1169,510.1643,166.3357,520.9455,152.5545,531.0197,138.4803,543.5,125.4029,554.5,111.7122,564.7776,97.7224,576.266,84.234,586.5,70.2262,600.0,60.5,80.9988,764.5012,94.4109,753.5,106.9965,740.5035,118.9954,727.5046,131.7013,714.7987,144.4073,702.0927,156.8203,688.6797,169.5263,675.9737,182.2323,663.2677,195.3524,650.1476,207.7655,636.7345,219.4714,623.0286,231.5,609.4563,243.5904,595.9096,255.5,582.2879,268.4166,569.0834,279.4154,555.0846,291.8285,541.6715,302.5,527.5371,313.8262,513.6738,325.5,499.9546,335.8238,485.6762,347.1156,472.3844,358.1144,458.3856,369.1133,444.3867,380.1121,430.3879,391.111,416.389,401.4027,402.0973,412.4016,388.0984,422.6933,373.8067,432.985,359.515,443.9839,345.5161,454.5,331.3173,464.5,316.9047,474.5,302.4922,483.7366,287.7634,493.3212,273.1788,502.1988,258.3012,511.5,243.5992,521.368,229.132,530.5,214.3598,539.1231,199.3769,546.5864,183.9136,555.4639,169.0361,562.9272,153.5728,570.5,138.1548,577.8539,122.6461,585.3172,107.1828,591.5,91.1891,598.8296,75.6704
Homolepis glutinosa_0000_Layer 1.jpg,Homolepis_isocalycia,83.7886,901.1585,68.8763,898.6237,81.2525,881.2475,95.3359,865.1641,109.8334,848.6666,125.0381,832.4619,139.5357,815.9643,152.619,798.881,166.5,782.128,178.7858,764.7142,192.8691,748.6309,206.5,731.7743,219.0358,714.4642,233.5334,697.9666,247.3239,681.1761,260.5,664.1312,275.5,647.8417,289.4024,631.0976,303.8999,614.6001,318.6904,598.8096,333.8951,582.6049,348.3927,566.1073,363.5973,549.9027,378.802,533.698,394.7138,517.7862,410.2114,502.2886,425.0018,486.4982,441.0852,472.4148,457.2899,457.2101,473.7874,442.7126,489.8708,428.6292,506.3684,414.1316,522.8659,399.6341,539.6564,385.8436,555.7398,371.7602,571.8231,357.6769,588.3207,343.1793,605.1112,329.3888,621.9016,315.5984,638.9788,302.5,656.5109,290.5,674.0304,278.4696,691.4066,266.0934,709.3687,255.1313,726.7449,242.7551,744.4141,231.0859,761.2045,217.2955,777.7021,202.7979,795.0784,190.4216,812.2287,177.5,829.7608,165.5,847.5,157.0,96.6682,906.8318,113.715,894.785,130.1761,881.3239,146.3443,867.1557,161.684,853.816,179.0238,842.4762,194.192,827.308,210.653,813.847,227.1141,800.3859,243.5752,786.9248,259.1576,771.3424,275.0465,756.5,292.0797,744.4203,308.5408,730.9592,323.709,715.791,340.1701,702.3299,356.3382,688.1618,372.5064,673.9936,388.3817,659.1183,404.8428,645.6572,419.5967,630.9033,435.472,616.028,451.226,602.274,466.3942,587.1058,482.5624,572.9376,498.4376,558.0624,513.4425,542.5,529.4811,528.0189,545.6493,513.8507,560.7419,498.5,576.3999,483.1001,591.568,467.932,606.4433,452.0567,621.5,436.2565,635.4868,420.0132,650.5,404.7808,664.116,388.384,679.2842,373.2158,694.1595,357.3405,709.0348,341.4652,722.7888,325.7112,736.9569,309.5431,749.7109,292.7891,763.8791,276.6209,778.5,260.6403,791.5083,243.9917,803.5,226.9219,816.3092,210.1908,827.6489,192.8511,839.6958,175.8042
Homolepis glutinosa_0001_Layer 2.jpg,Homolepis_isocalycia,91.25,1129.75,76.6011,1079.8989,90.6519,1055.8481,108.9454,1033.5546,128.2389,1012.2611,148.6536,990.8464,169.6542,970.8458,188.9477,949.5523,210.6554,929.8446,232.0702,909.4298,254.0707,890.4293,275.4855,870.0145,297.1932,850.3068,317.608,828.892,339.3157,809.1843,361.6092,790.8908,383.3168,771.1832,404.7316,750.7684,426.4393,731.0607,448.147,711.353,469.8547,691.6453,491.5624,671.9376,513.8558,653.6442,535.1493,634.3507,556.857,614.643,577.9789,593.5211,598.6866,572.8134,620.9801,554.5199,642.9806,535.5194,664.6883,515.8117,686.396,496.104,707.1037,475.3963,729.1043,456.3957,751.1048,437.3952,772.8125,417.6875,793.9344,396.5656,815.6421,376.8579,836.764,355.736,858.1788,335.3212,879.8865,315.6135,902.1799,297.3201,923.3018,276.1982,945.0095,256.4905,966.1314,235.3686,987.5462,214.9538,1009.5468,195.9532,1031.2545,176.2455,1052.6693,155.8307,1073.0841,134.4159,1094.0846,114.4154,1115.0852,94.4148,1136.5,77.0,141.3722,1144.1278,165.6941,1129.8059,189.4302,1114.0698,211.9948,1095.5052,234.5594,1076.9406,256.5382,1056.9618,278.7311,1037.5,301.1153,1018.5,323.9137,1000.5,345.6249,979.8751,366.3107,958.1893,388.2895,938.2105,410.5612,918.9388,434.0044,902.4956,455.6903,881.8097,476.6691,860.8309,497.355,839.145,518.3338,818.1662,538.3126,796.1874,557.5842,773.9158,577.563,751.937,596.8347,729.6653,615.5,707.1425,634.6709,684.8291,653.2355,662.2645,672.5072,639.9928,691.0717,617.4283,708.9292,594.5708,727.4937,572.0063,746.0583,549.4417,765.33,527.17,783.5,504.442,801.0449,481.4551,818.9024,458.5976,836.7598,435.7402,854.6173,412.8827,873.4747,391.0253,892.0393,368.4607,910.6039,345.8961,927.7542,322.7458,947.0259,300.4741,967.0047,278.4953,986.2764,256.2236,1006.2551,234.2449,1026.2339,212.2661,1045.5,189.9921,1063.3631,167.1369,1080.5134,143.9866,1099.078,121.422,1117.6425,98.8575
Homolepis glutinosa_0002_Layer 3.jpg,Homolepis_isocalycia,92.7189,1337.9502,67.5,1311.3615,73.8171,1275.6829,88.1681,1243.3319,108.1759,1213.3241,132.305,1186.195,156.5,1158.5073,180.3917,1130.1083,206.5,1103.7989,231.0642,1077.4358,257.3147,1051.1853,283.6864,1023.8136,310.8156,999.6844,338.066,974.434,364.6094,948.8906,392.4456,925.0544,420.6961,900.8039,448.9465,876.5535,476.197,851.303,505.0332,828.4668,532.5766,803.9234,561.4128,781.0872,589.938,757.5,617.4995,733.0005,645.3357,709.1643,673.5862,684.9138,701.1295,660.3705,729.6729,636.8271,756.802,612.698,785.6383,589.8617,814.1816,566.3184,842.6036,543.8964,872.0257,522.4743,901.4477,501.0523,929.2839,477.2161,957.1202,453.3798,986.2493,431.2507,1014.3784,408.1216,1042.2147,384.2853,1070.758,360.742,1099.8404,338.5,1128.1376,314.3624,1155.9738,290.5262,1185.103,268.397,1212.6463,243.8537,1239.8968,218.6032,1267.733,194.767,1295.2764,170.2236,1322.8197,145.6803,1351.3631,122.1369,1380.7851,100.7149,1410.5,83.0,102.8531,1365.3531,138.8924,1361.6076,172.0029,1348.4971,203.3559,1331.1441,233.8303,1311.6697,263.7189,1290.7811,293.3146,1269.1854,320.3246,1244.1754,348.7487,1219.7513,375.3444,1195.1556,402.4756,1169.0244,430.1927,1144.3073,458.6168,1119.8832,484.3338,1093.1662,511.0719,1067.5,537.3537,1042.1463,563.4849,1015.0151,589.202,988.298,615.5048,962.9952,642.0502,935.4498,667.7673,908.7327,691.0701,880.4299,716.08,853.42,741.797,826.703,765.5141,797.9859,791.2311,771.2689,815.9481,743.5519,840.9581,716.5419,866.3822,689.1178,891.5134,660.9866,916.2305,633.2695,938.1191,604.3809,962.5432,575.9568,986.9673,547.5327,1010.9773,519.5227,1033.9872,490.5128,1056.5,461.297,1080.5928,433.9072,1104.3099,405.1901,1127.6127,376.8873,1154.7439,350.7561,1181.168,324.332,1206.178,297.322,1232.1879,271.3121,1257.1978,244.3022,1279.5,215.5849,1303.3892,188.1108,1330.1063,162.3937,1357.8233,137.6767,1384.6616,110.8384
Hordeum jubatum _0000_Layer 1.jpg,Hordeum_vulgare,42.5,677.0,47.1112,656.3888,59.0153,643.4847,70.9194,630.5806,81.8235,616.6765,94.1418,603.3582,106.0459,590.4541,118.6571,577.8429,131.9754,565.5246,145.2938,553.2062,157.905,540.595,170.5162,527.9838,183.5416,514.9584,195.8599,501.6401,208.8853,488.6147,220.4965,475.0035,233.1077,462.3923,246.4261,450.0739,259.7444,437.7556,273.3556,426.1444,285.9668,413.5332,299.2851,401.2149,311.1892,388.3108,324.5075,375.9925,336.1187,362.3813,349.437,350.063,362.5,337.6389,375.3666,325.1334,389.2707,314.2293,401.8819,301.6181,415.4931,290.0069,428.6901,278.8099,442.0084,266.4916,455.0338,253.4662,467.645,240.855,480.5491,228.9509,493.4532,217.0468,507.0644,205.4356,520.6756,193.8244,533.2868,181.2132,546.8558,169.5,560.5092,157.9908,574.1205,146.3795,587.7317,134.7683,600.05,121.45,614.247,111.253,628.2136,100.5,642.0552,89.4448,655.5282,77.5,668.9847,65.5153,682.8888,54.6112,696.5,46.0,62.7524,671.7476,76.2976,660.2024,89.2571,647.2429,101.8023,634.6977,115.0547,622.4453,127.5,609.8587,140.1452,597.3548,153.3975,585.1025,165.2357,572.2643,177.488,559.012,190.4475,546.0525,202.6998,532.8002,215.538,520.962,229.0832,509.4168,241.3356,496.1644,254.4666,485.0334,268.0118,473.4882,278.85,459.65,291.1023,446.3977,302.6476,432.8524,315.1928,420.3072,328.4452,408.0548,341.5,395.7206,353.5357,382.9643,365.788,369.712,379.0404,357.4596,391.5856,344.9144,404.1309,332.3691,416.6761,319.8239,429.9285,307.5715,442.7666,295.7334,455.3119,283.1881,467.8571,270.6429,481.1095,258.3905,492.9476,245.5524,506.2,233.3,518.7452,220.7548,532.2905,209.2095,544.5428,195.9572,557.7952,183.7048,571.6333,172.8667,584.1786,160.3214,596.4309,147.0691,609.3805,135.5,622.1072,123.3928,634.9453,111.5547,647.9048,98.5952,661.1572,86.3428,673.4095,73.0905,685.5,59.7711
Hordeum jubatum _0001_Layer 2.jpg,Hordeum_vulgare,52.75,978.75,59.4468,952.0532,77.0149,934.4851,92.4617,916.0383,107.9085,897.5915,123.6482,879.8518,139.5,861.5727,155.5,843.3551,171.4028,825.0972,188.2638,807.2362,204.5,789.1163,220.5717,770.9283,237.7256,753.7744,253.5,735.4634,269.5,717.2457,286.1873,699.3127,301.6341,680.8659,318.0809,663.4191,335.2348,646.2652,352.3887,629.1113,370.3531,612.5,387.985,596.5,405.1433,579.3567,421.5901,561.9099,438.744,544.756,456.1908,528.3092,472.5,510.2196,488.7915,492.7085,505.9454,475.5546,520.6851,456.8149,537.1319,439.3681,554.2858,422.2142,570.5,404.0852,587.1794,387.3206,603.6262,369.8738,619.7801,351.7199,636.934,334.566,654.3808,318.1192,670.5347,299.9653,687.6887,282.8113,703.8426,264.6574,720.5,247.2979,737.4433,230.0567,753.5,213.0341,771.3369,196.1631,789.7837,180.7163,806.6447,162.8553,823.7986,145.7014,839.2454,127.2546,856.6922,110.8078,872.139,92.361,889.0,74.5,79.9705,971.5295,96.8552,953.6448,113.0327,935.4673,129.5032,917.9968,146.2666,901.2334,163.1512,883.3488,178.6217,864.8783,195.7993,847.7007,212.9769,830.5231,229.2184,812.5,246.332,795.168,261.8025,776.6975,278.6872,758.8128,295.8647,741.6353,311.3352,723.1648,328.2199,705.2801,345.1046,687.3954,362.2821,670.2179,378.4597,652.0403,394.9302,634.5698,411.1078,616.3922,428.2853,599.2147,444.4629,581.0371,460.6405,562.8595,476.8181,544.6819,492.5,526.2991,509.1732,508.3268,524.6437,489.8563,541.1142,472.3858,557.2917,454.2083,573.0551,436.4449,589.5256,418.9744,606.7031,401.7969,623.5878,383.9122,640.7654,366.7346,656.943,348.557,673.4134,331.0866,690.2981,313.2019,705.7686,294.7314,722.6533,276.8467,738.4166,259.0834,754.5942,240.9058,771.0647,223.4353,787.2423,205.2577,802.0056,186.4944,818.5,168.448,832.9466,149.5534,846.5,130.2889,861.7662,111.7338,877.2366,93.2634
Hordeum jubatum _0002_Layer 3.jpg,Hordeum_vulgare,44.0,1099.5,37.0717,1078.4283,55.2648,1058.2352,70.3365,1036.1635,86.8225,1014.6775,105.4297,994.0703,122.5,972.8264,140.5229,951.9771,157.0089,930.4911,174.2019,909.2981,191.395,888.105,208.588,866.912,227.1953,846.3047,244.3884,825.1116,262.9956,804.5044,282.31,784.19,298.7959,762.7041,317.4032,742.0968,336.3034,722.1966,355.6177,701.8823,375.6392,681.8608,394.9536,661.5464,415.268,642.232,435.5,622.8836,454.4825,603.0175,471.9684,582.5316,491.2828,562.2172,511.3043,542.1957,531.6187,522.8813,550.2259,502.2741,570.1261,483.3739,589.4405,463.0595,608.7548,442.7452,626.9479,422.5521,646.2623,402.2377,666.2837,382.2163,684.5,361.447,703.7912,341.7088,722.3984,321.1016,742.7128,301.7872,763.0272,282.4728,781.2202,262.2798,801.2417,242.2583,820.7864,222.5,840.1634,202.3366,860.4777,183.0223,880.7921,163.7079,901.3994,145.1006,922.2995,127.2005,943.4926,110.0074,964.3927,92.1073,985.0,73.5,64.5823,1081.9177,84.8716,1063.6284,103.8681,1043.6319,123.5717,1023.9283,142.5681,1003.9319,160.5,983.4944,178.5,963.0852,197.4362,943.0638,216.4327,923.0673,234.0149,902.4851,252.3043,882.1957,269.1794,861.3206,287.5,841.0441,304.3439,820.1561,321.9262,799.5738,340.5084,779.9916,358.7978,759.7022,377.7943,739.7057,397.4978,720.0022,417.2014,700.2986,435.4908,680.0092,453.7801,659.7199,472.7766,639.7234,492.066,620.434,511.0624,600.4376,529.3518,580.1482,548.3483,560.1517,567.3447,540.1553,586.3412,520.1588,604.6305,499.8695,623.627,479.873,641.9164,459.5836,660.9128,439.5872,678.4951,419.0049,696.7845,398.7155,715.7809,378.7191,734.7774,358.7226,753.0667,338.4333,771.3561,318.1439,788.9384,297.5616,807.2277,277.2723,825.5171,256.9829,844.5135,236.9865,862.8029,216.6971,881.7994,196.7006,900.0887,176.4113,918.3781,156.1219,935.9603,135.5397,953.5426,114.9574,970.5,94.1163
Hordeum jubatum _0003_Layer 4.jpg,Hordeum_vulgare,45.25,1019.25,52.7083,990.7917,67.745,968.755,84.1959,947.3041,100.6468,925.8532,118.5119,904.9881,138.4984,885.0016,158.3635,866.1365,178.6428,846.8572,199.5079,828.9921,220.0802,810.4198,240.3595,791.1405,260.9035,772.5,281.2111,753.2889,301.4904,734.0096,322.3555,716.1445,342.9278,697.5722,363.2071,678.2929,382.7793,658.7207,403.0587,639.4413,422.6309,619.8691,441.496,600.004,461.4825,580.0175,480.0547,559.4453,500.334,540.166,520.9063,521.5937,541.7714,503.7286,562.9294,486.5706,583.7945,468.7055,604.3668,450.1332,625.5248,432.9752,646.3899,415.1101,667.255,397.245,687.5344,377.9656,708.9853,361.5147,729.8504,343.6496,751.0084,326.4916,772.4593,310.0407,793.9102,293.5898,815.0683,276.4317,835.9334,258.5666,857.6772,242.8228,878.2494,224.2506,898.7478,205.5,919.557,187.5,939.9661,168.5339,961.1241,151.3759,981.9893,133.5107,1003.2083,116.5,1024.4317,99.5,1045.6552,82.5,1067.5,70.0,70.378,1006.122,87.5,985.8095,107.0127,966.4873,125.5,946.7404,143.9155,927.5,164.0254,908.4746,182.4034,888.0966,202.7814,869.7186,223.7452,852.7548,244.4161,835.0839,265.087,817.413,285.1721,798.3279,304.843,779.657,323.9281,759.5719,344.3061,741.1939,364.5532,722.5,384.4763,703.0237,403.8543,683.6457,423.6465,663.8535,443.4387,644.0613,462.1096,624.3904,481.4876,605.0124,501.2799,585.2201,520.365,565.135,540.743,546.757,561.5853,529.5,581.3777,511.1223,601.0486,492.4514,621.4266,474.0734,642.0975,456.4025,662.4755,438.0245,682.8535,419.6465,703.5244,401.9756,723.4882,384.0118,743.8662,365.6338,763.9513,346.5487,784.4657,328.5,804.7073,309.7927,824.7924,290.7076,844.1704,271.3296,863.9626,251.5374,884.0477,232.4523,904.4257,214.0743,924.5108,194.9892,944.5959,175.9041,963.5597,156.9403,983.6448,137.8552,1004.6086,120.8914,1025.2795,103.2205,1046.2433,86.2567
Hordeum jubatum _0004_Layer 5.jpg,Hordeum_vulgare,55.0,760.5,46.5,745.569,58.0237,732.4763,68.2427,718.2573,79.1688,704.3312,90.0949,690.4051,101.021,676.479,111.9471,662.5529,123.5803,648.9197,135.5064,635.9936,148.5538,622.9462,161.5,611.0285,174.113,598.387,185.7462,584.7538,198.0865,571.4135,209.7197,557.7803,222.06,544.44,234.4003,531.0997,244.6193,516.8807,257.9596,504.5404,270.5928,491.9072,282.9331,478.5669,295.9805,465.5195,309.0279,452.4721,319.954,438.546,333.2943,426.2057,346.9275,414.5725,360.8536,403.6464,373.7797,391.7203,386.12,378.38,398.5,365.0562,410.0935,351.4065,422.7267,338.7733,434.6528,325.8472,446.286,312.214,457.9191,298.5809,468.8452,284.6548,481.4784,272.0216,494.8187,259.6813,507.8661,246.6339,520.4993,234.0007,533.1325,221.3675,546.6687,209.5,559.1499,196.5,572.7392,184.7608,585.7866,171.7134,599.4198,160.0802,611.3459,147.1541,624.6862,134.8138,638.0265,122.4735,649.6597,108.8403,663.0,96.5,69.6675,751.8325,81.8706,738.6294,94.0736,725.4264,106.2766,712.2234,118.0655,699.4345,130.2685,686.2315,143.7645,674.7355,157.2604,663.2396,170.7563,651.7437,183.9594,639.5406,197.1624,627.3376,209.3655,614.1345,221.8614,601.6386,233.3574,588.1426,245.1462,575.3538,256.6421,561.8579,269.1381,549.3619,280.9269,536.5731,292.4228,523.0772,303.9188,509.5812,314.7076,495.7924,327.2036,483.2964,339.6995,470.8005,352.9025,458.5975,364.3985,445.1015,375.8944,431.6056,388.0975,418.4025,399.5934,404.9066,412.5036,391.9964,423.9995,378.5005,436.2025,365.2975,448.4056,352.0944,459.1944,338.3056,470.6904,324.8096,482.8934,311.6066,494.3893,298.1107,505.8853,284.6147,516.6741,270.8259,528.8772,257.6228,540.3731,244.1269,552.1619,231.3381,564.365,218.135,575.8609,204.6391,588.3569,192.1431,598.4386,178.0614,609.9345,164.5655,621.4305,151.0695,632.9264,137.5736,643.7152,123.7848,655.2112,110.2888
Hordeum jubatum _0005_Layer 6.jpg,Hordeum_vulgare,30.0,1051.0,38.4955,1024.0045,56.9051,1005.5949,74.3148,986.1852,92.5,967.6825,110.1342,948.3658,126.5,928.5238,144.2464,909.2536,160.949,889.551,178.3586,870.1414,195.3541,851.1459,214.178,832.322,233.0019,813.4981,251.8258,794.6742,269.9425,775.5575,287.3522,756.1478,305.0548,737.4452,323.1716,718.3284,340.5812,698.9188,357.2838,679.2162,375.4006,660.0994,392.8103,640.6897,410.2199,621.2801,427.5,601.8167,445.0393,582.4607,463.8632,563.6368,482.98,545.52,501.0967,526.4033,519.2135,507.2865,535.9161,487.5839,553.3258,468.1742,569.3212,448.1788,587.438,429.062,605.5548,409.9452,623.9645,391.5355,642.7884,372.7116,661.6122,353.8878,680.4361,335.0639,698.5,315.9252,715.2555,296.2445,734.6652,278.8348,752.7819,259.7181,770.8987,240.6013,789.0155,221.4845,806.7181,202.7819,825.1277,184.3723,844.2445,166.2555,862.3613,147.1387,880.0639,128.4361,896.7664,108.7336,914.8832,89.6168,934.0,71.5,56.0608,1039.5,73.8789,1020.6211,93.7148,1003.7852,111.9648,984.5352,130.2149,965.2851,148.0508,946.4492,165.5938,926.9062,184.1368,908.3632,200.9727,888.5273,220.2228,870.2772,239.18,851.32,258.1372,832.3628,276.3873,813.1127,294.6374,793.8626,312.8875,774.6125,331.1376,755.3624,348.9734,736.5266,365.8093,716.6907,383.3523,697.1477,401.5,677.8552,418.4383,658.0617,435.9813,638.5187,453.8172,619.6828,471.3601,600.1399,488.196,580.304,507.1532,561.3468,523.282,541.218,541.825,522.675,557.9538,502.5462,574.7896,482.7104,590.9184,462.5816,607.0472,442.4528,625.2973,423.2027,644.2545,404.2455,662.1278,385.5,679.9262,366.5738,698.1763,347.3237,716.4264,328.0736,733.9694,308.5306,751.5124,288.9876,770.0554,270.4446,786.8913,250.6087,804.4343,231.0657,821.9773,211.5227,838.106,191.394,854.9419,171.5581,871.7778,151.7222,888.6137,131.8863,904.7425,111.7575,919.5,91.0608
Hordeum jubatum _0006_Layer 7.jpg,Hordeum_vulgare,62.75,758.25,69.0887,738.5,82.8845,726.5,94.7739,712.7261,109.3045,702.5,122.0709,689.4291,134.9265,676.5735,148.4893,664.0107,162.3449,652.1551,174.9076,638.5924,188.4703,626.0297,201.0467,612.5,214.8886,600.6114,228.4513,588.0487,241.0141,574.4859,254.1626,562.3374,267.0182,549.4818,280.1667,537.3333,293.3152,525.1848,306.585,511.915,319.4406,499.0594,332.2962,486.2038,345.1518,473.3482,357.3003,460.1997,370.1559,447.3441,382.0115,433.4885,395.2814,420.2186,408.137,407.363,420.9895,394.5,433.8482,381.6518,446.2896,369.2104,458.8523,355.6477,472.415,343.085,484.9777,329.5223,497.8333,316.6667,511.6889,304.8111,525.8374,293.6626,539.6931,281.8069,552.9629,268.5371,566.5256,255.9744,578.6741,242.8259,592.3349,230.5,605.3853,218.1147,618.2409,205.2591,631.0965,192.4035,644.9521,180.5479,658.222,167.278,670.7847,153.7153,683.6403,140.8597,695.7888,127.7112,708.6444,114.8556,721.5,105.0,83.8506,753.6494,96.994,741.506,110.1375,729.3625,123.5,717.3098,136.8386,704.6614,149.6892,691.8108,163.5397,679.9603,176.3903,667.1097,189.948,654.552,202.5,642.1636,215.5278,629.9722,228.0854,616.4146,242.2289,605.2711,256.0794,593.4206,268.6371,579.8629,282.4877,568.0123,295.5,555.2288,309.1888,543.3112,322.0394,530.4606,334.8443,517.5,347.7405,504.7595,359.5911,490.9089,372.7345,478.7655,385.5851,465.9149,399.1427,453.3573,412.2862,441.2138,424.5,427.5137,437.6944,414.8056,448.8379,400.6621,461.3956,387.1044,473.9532,373.5468,487.5,360.9846,499.6543,347.8457,512.7978,335.7022,525.5,322.2044,538.6202,308.8798,550.4708,295.0292,563.3214,282.1786,575.879,268.621,588.4367,255.0633,600.2873,241.2127,612.4307,228.0693,624.5742,214.9258,637.1319,201.3681,648.9824,187.5176,660.833,173.667,673.3906,160.1094,685.2412,146.2588,697.0918,132.4082,710.3565,119.1435
